2025-09-04 21:25:32, 23.89

2025-09-04 21:25:37, 24.11

2025-09-04 21:25:42, 27.47

2025-09-04 21:25:47, 26.52

2025-09-04 21:25:52, 27.49

2025-09-04 21:25:57, 28.37

2025-09-04 21:26:02, 25.64

2025-09-04 21:26:07, 26.33

2025-09-04 21:26:12, 21.15

2025-09-04 21:26:17, 29.20

2025-09-04 21:26:22, 21.15

2025-09-04 21:26:27, 20.89

2025-09-04 21:26:32, 29.45

2025-09-04 21:26:37, 26.77

2025-09-04 21:26:42, 28.08

2025-09-04 21:26:47, 23.63

2025-09-04 21:26:52, 22.55

2025-09-04 21:26:57, 25.92

2025-09-04 21:27:02, 27.23

2025-09-04 21:27:07, 25.63

2025-09-04 21:27:12, 21.05

2025-09-04 21:27:17, 24.19

2025-09-04 21:27:22, 27.55

2025-09-04 21:27:27, 25.38

2025-09-04 21:27:32, 20.30

2025-09-04 21:27:37, 26.11

2025-09-04 21:27:42, 27.85

2025-09-04 21:27:47, 20.47

2025-09-04 21:27:52, 22.24

2025-09-04 21:27:57, 26.72

2025-09-04 21:28:03, 22.08

2025-09-04 21:28:08, 20.98

2025-09-04 21:28:13, 28.97

2025-09-04 21:28:18, 27.45

2025-09-04 21:28:23, 26.52

2025-09-04 21:28:28, 25.13

2025-09-04 21:28:33, 23.47

2025-09-04 21:28:38, 22.68

2025-09-04 21:28:43, 26.61

2025-09-04 21:28:48, 22.06

2025-09-04 21:28:53, 25.57

2025-09-04 21:28:58, 28.37

2025-09-04 21:29:03, 26.26

2025-09-04 21:29:08, 29.83

2025-09-04 21:29:13, 22.80

2025-09-04 21:29:18, 22.96

2025-09-04 21:29:23, 22.38

2025-09-04 21:29:28, 21.68

2025-09-04 21:29:33, 29.95

2025-09-04 21:29:38, 28.10

2025-09-04 21:29:43, 21.86

2025-09-04 21:29:48, 26.25

2025-09-04 21:29:53, 21.68

2025-09-04 21:29:58, 28.46

2025-09-04 21:30:03, 20.05

2025-09-04 21:30:08, 22.04

2025-09-04 21:30:13, 23.06

2025-09-04 21:30:18, 24.90

2025-09-04 21:30:23, 25.15

2025-09-04 21:30:28, 27.53

2025-09-04 21:30:33, 22.49

2025-09-04 21:30:38, 20.89

2025-09-04 21:30:43, 21.29

2025-09-04 21:30:48, 23.52

2025-09-04 21:30:53, 28.88

2025-09-04 21:30:58, 25.43

2025-09-04 21:31:03, 24.40

2025-09-04 21:31:08, 23.70

2025-09-04 21:31:13, 29.99

2025-09-04 21:31:18, 22.25

2025-09-04 21:31:23, 25.37

2025-09-04 21:31:28, 22.74

2025-09-04 21:31:33, 21.18

2025-09-04 21:31:38, 25.71

2025-09-04 21:31:43, 21.34

2025-09-04 21:31:48, 28.01

2025-09-04 21:31:53, 27.93

2025-09-04 21:31:58, 23.54

2025-09-04 21:32:03, 25.05

2025-09-04 21:32:08, 25.19

2025-09-04 21:32:13, 20.89

2025-09-04 21:32:18, 28.13

2025-09-04 21:32:23, 21.72

2025-09-04 21:32:28, 22.06

2025-09-04 21:32:33, 27.21

2025-09-04 21:32:38, 29.49

2025-09-04 21:32:43, 27.88

2025-09-04 21:32:48, 28.58

2025-09-04 21:32:53, 22.03

2025-09-04 21:32:58, 22.20

2025-09-04 21:33:03, 23.87

2025-09-04 21:33:08, 29.44

2025-09-04 21:33:13, 26.88

2025-09-04 21:33:18, 25.65

2025-09-04 21:33:23, 26.43

2025-09-04 21:33:28, 21.33

2025-09-04 21:33:33, 28.44

2025-09-04 21:33:38, 24.28

2025-09-04 21:33:43, 27.00

2025-09-04 21:33:48, 22.41

2025-09-04 21:33:53, 26.35

2025-09-04 21:33:58, 26.04

2025-09-04 21:34:03, 20.39

2025-09-04 21:34:08, 23.91

2025-09-04 21:34:13, 21.38

2025-09-04 21:34:18, 29.72

2025-09-04 21:34:23, 21.38

2025-09-04 21:34:28, 22.53

